zip code,date,cumulative positive cases,cumulative recoveries,cumulative deaths
79901,4/23/2020,2,2,0
79901,5/3/2020,4,4,0
79901,5/4/2020,5,5,0
79901,5/5/2020,6,6,0
79901,5/6/2020,9,8,1
79901,5/7/2020,11,10,1
79901,5/10/2020,14,13,1
79901,5/11/2020,15,14,1
79901,5/12/2020,19,17,2
79901,5/13/2020,20,18,2
79901,5/15/2020,21,19,2
79901,5/17/2020,23,19,4
79901,5/18/2020,26,22,4
79901,5/19/2020,28,24,4
79901,5/20/2020,33,29,4
79901,5/21/2020,39,35,4
79901,5/22/2020,42,38,4
79901,5/23/2020,43,39,4
79901,5/25/2020,44,40,4
79901,5/26/2020,46,42,4
79901,5/27/2020,47,43,4
79901,5/28/2020,49,45,4
79901,5/29/2020,50,46,4
79901,5/31/2020,52,48,4
79901,6/2/2020,54,50,4
79901,6/3/2020,55,51,4
79901,6/4/2020,58,54,4
79901,6/5/2020,59,55,4
79901,6/6/2020,62,58,4
79901,6/9/2020,65,61,4
79901,6/10/2020,68,64,4
79901,6/11/2020,69,65,4
79901,6/13/2020,71,67,4
79901,6/14/2020,73,69,4
79901,6/16/2020,79,75,4
79901,6/17/2020,86,82,4
79901,6/18/2020,90,86,4
79901,6/19/2020,92,88,4
79901,6/21/2020,95,91,4
79901,6/22/2020,96,92,4
79901,6/23/2020,98,94,4
79901,6/24/2020,107,101,6
79901,6/25/2020,122,116,6
79901,6/26/2020,128,122,6
79901,6/27/2020,135,129,6
79901,6/28/2020,140,133,7
79901,6/29/2020,161,153,8
79901,6/30/2020,180,172,8
79901,7/1/2020,183,175,8
79901,7/2/2020,259,251,8
79901,7/3/2020,281,273,8
79901,7/4/2020,282,274,8
79901,7/5/2020,284,276,8
79901,7/6/2020,292,284,8
79901,7/7/2020,295,286,9
79901,7/8/2020,301,292,9
79901,7/9/2020,306,297,9
79901,7/10/2020,308,299,9
79901,7/12/2020,312,303,9
79901,7/13/2020,315,306,9
79901,7/14/2020,319,310,9
79901,7/15/2020,321,312,9
79901,7/16/2020,334,324,10
79901,7/17/2020,339,328,11
79901,7/18/2020,342,331,11
79901,7/19/2020,347,336,11
79901,7/20/2020,352,341,11
79901,7/22/2020,358,347,11
79901,7/23/2020,360,348,12
79901,7/24/2020,365,353,12
79901,7/25/2020,366,354,12
79901,7/26/2020,370,357,13
79901,7/27/2020,374,361,13
79901,7/29/2020,381,368,13
79901,7/30/2020,382,369,13
79901,7/31/2020,384,371,13
79901,8/1/2020,388,375,13
79901,8/2/2020,391,378,13
79901,8/3/2020,395,382,13
79901,8/4/2020,401,388,13
79901,8/5/2020,405,392,13
79901,8/6/2020,409,395,14
79901,8/7/2020,410,396,14
79901,8/8/2020,412,398,14
79901,8/9/2020,421,407,14
79901,8/10/2020,422,408,14
79901,8/11/2020,425,411,14
79901,8/12/2020,428,414,14
79901,8/13/2020,431,417,14
79901,8/14/2020,433,419,14
79901,8/15/2020,435,421,14
79901,8/16/2020,439,425,14
79901,8/17/2020,440,426,14
79901,8/18/2020,446,432,14
79901,8/19/2020,448,433,15
79901,8/20/2020,450,435,15
79901,8/21/2020,451,436,15
79901,8/22/2020,455,440,15
79901,8/23/2020,456,441,15
79901,8/24/2020,465,450,15
79901,8/25/2020,466,451,15
79901,8/27/2020,479,464,15
79901,8/28/2020,482,467,15
79901,8/29/2020,484,469,15
79901,8/30/2020,485,470,15
79901,9/1/2020,486,471,15
79901,9/2/2020,491,476,15
79901,9/3/2020,493,478,15
79901,9/5/2020,495,479,16
79901,9/8/2020,497,481,16
79901,9/9/2020,498,482,16
79901,9/10/2020,501,485,16
79901,9/12/2020,503,487,16
79901,9/13/2020,504,488,16
79901,9/14/2020,506,489,17
79901,9/15/2020,512,495,17
79901,9/16/2020,513,496,17
79901,9/18/2020,521,503,18
79901,9/19/2020,522,504,18
79901,9/20/2020,525,507,18
79901,9/21/2020,529,510,19
79901,9/22/2020,535,516,19
79901,9/23/2020,538,519,19
79901,9/24/2020,541,522,19
79901,9/25/2020,543,524,19
79901,9/26/2020,545,526,19
79901,9/27/2020,548,529,19
79901,9/28/2020,559,539,20
79901,9/29/2020,561,541,20
79901,9/30/2020,566,546,20
79901,10/1/2020,568,547,21
79901,10/2/2020,572,550,22
79901,10/3/2020,579,557,22
79901,10/4/2020,598,576,22
79901,10/5/2020,604,582,22
79901,10/6/2020,613,591,22
79901,10/7/2020,623,600,23
79901,10/8/2020,631,608,23
79901,10/9/2020,648,625,23
79901,10/10/2020,652,629,23
79901,10/11/2020,661,637,24
79901,10/12/2020,663,639,24
79901,10/13/2020,675,651,24
79901,10/14/2020,693,669,24
79901,10/15/2020,701,676,25
79901,10/16/2020,721,695,26
79901,10/17/2020,742,714,28
79901,10/18/2020,767,739,28
79901,10/19/2020,788,760,28
79901,10/20/2020,812,782,30
79901,10/21/2020,836,806,30
79901,10/22/2020,862,828,34
79901,10/23/2020,884,850,34
79901,10/24/2020,925,889,36
79901,10/25/2020,962,925,37
79901,10/26/2020,999,957,42
79901,10/27/2020,1044,1001,43
79901,10/28/2020,1074,1030,44
79901,10/29/2020,1107,1062,44
79901,10/30/2020,1144,1099,44
79901,10/31/2020,1165,1118,45
79901,11/1/2020,1207,1158,47
79901,11/2/2020,1258,1207,49
79901,11/3/2020,1296,1245,49
79901,11/4/2020,1320,1269,49
79901,11/5/2020,1338,1287,49
79901,11/6/2020,1361,1306,53
79901,11/7/2020,1378,1323,53
79901,11/8/2020,1397,1340,55
79901,11/9/2020,1439,1382,55
79901,11/10/2020,1458,1401,55
79901,11/11/2020,1487,1429,56
79901,11/12/2020,1496,1437,57
79901,11/13/2020,1515,1456,57
79901,11/14/2020,1548,1488,58
79901,11/15/2020,1564,1504,58
79901,11/16/2020,1586,1525,59
79901,11/17/2020,1608,1546,60
79901,11/18/2020,1619,1555,62
79901,11/19/2020,1634,1568,64
79901,11/20/2020,1656,1590,64
79901,11/21/2020,1665,1599,64
79901,11/22/2020,1707,1639,66
79901,11/23/2020,1711,1643,66
79901,11/24/2020,1723,1655,66
79901,11/25/2020,1733,1665,66
79901,11/26/2020,1737,1669,66
79901,11/27/2020,1739,1671,66
79901,11/28/2020,1742,1674,66
79901,11/29/2020,1747,1679,66
79901,11/30/2020,1754,1686,66
79901,12/1/2020,1763,1694,67
79901,12/2/2020,1772,1703,67
79901,12/3/2020,1778,1709,67
79901,12/4/2020,1781,1712,67
79901,12/6/2020,1786,1717,67
79901,12/7/2020,1793,1723,68
79901,12/8/2020,1796,1726,68
79901,12/9/2020,1802,1732,68
79901,12/10/2020,1811,1741,68
79901,12/11/2020,1816,1746,68
79901,12/12/2020,1827,1757,68
79901,12/13/2020,1831,1761,68
79901,12/14/2020,1834,1763,69
79901,12/15/2020,1846,1774,70
79901,12/16/2020,1850,1778,70
79901,12/17/2020,1856,1784,70
79901,12/18/2020,1864,1792,70
79901,12/19/2020,1866,1794,70
79901,12/20/2020,1871,1799,70
79901,12/21/2020,1884,1812,70
79901,12/22/2020,1886,1814,70
79901,12/23/2020,1897,1825,70
79901,12/24/2020,1899,1827,70
79901,12/26/2020,1901,1829,70
79901,12/27/2020,1904,1832,70
79901,12/28/2020,1906,1834,70
79901,12/29/2020,1907,1835,70
79901,12/30/2020,1912,1840,70
79901,12/31/2020,1916,1844,70
79901,1/1/2021,1918,1845,71
79901,1/2/2021,1922,1849,71
79901,1/3/2021,1931,1858,71
79901,1/4/2021,1943,1869,71
79901,1/5/2021,1951,1877,71
79901,1/6/2021,1957,1883,71
79901,1/7/2021,1963,1889,71
79901,1/8/2021,1970,1896,71
79901,1/9/2021,1972,1898,71
79901,1/10/2021,1974,1899,72
79901,1/11/2021,1980,1905,72
79901,1/12/2021,1983,1907,73
79901,1/13/2021,1989,1912,74
79901,1/14/2021,1993,1916,74
79901,1/15/2021,1996,1919,74
79901,1/16/2021,1998,1921,74
79901,1/17/2021,1999,1922,74
79901,1/18/2021,2001,1924,74
79901,1/19/2021,2002,1925,74
79901,1/20/2021,2004,1927,74
79901,1/21/2021,2007,1930,74
79901,1/22/2021,2010,1933,74
79901,1/23/2021,2011,1934,74
79901,1/24/2021,2015,1937,75
79901,1/25/2021,2017,1939,75
79901,1/26/2021,2018,1940,75
79901,1/27/2021,2023,1945,75
79901,1/28/2021,2027,1949,75
79901,1/29/2021,2033,1955,75
79901,1/30/2021,2039,1961,75
79901,1/31/2021,2043,1965,75
79901,2/1/2021,2047,1969,75
79901,2/2/2021,2053,1975,75
79901,2/3/2021,2056,1978,75
79901,2/4/2021,2057,1979,75
79901,2/5/2021,2060,1981,76
79901,2/6/2021,2061,1982,76
79901,2/8/2021,2062,1983,76
79901,2/9/2021,2069,1990,76
79901,2/10/2021,2070,1991,76
79901,2/11/2021,2075,1996,76
79901,2/12/2021,2078,1998,77
79901,2/13/2021,2081,2001,77
79901,2/14/2021,2082,2002,77
79901,2/15/2021,2083,2003,77
79901,2/16/2021,2086,2006,77
79901,2/17/2021,2089,2008,77
79901,2/18/2021,2093,2011,78
79901,2/19/2021,2097,2012,81
79901,2/20/2021,2102,2017,81
79901,2/21/2021,2104,2019,81
79901,2/22/2021,2109,2024,81
79901,2/23/2021,2115,2030,81
79901,2/24/2021,2120,2035,81
79901,2/25/2021,2126,2041,81
79901,2/26/2021,2131,2046,81
79901,2/27/2021,2135,2049,82
79901,2/28/2021,2138,2051,83
79901,3/1/2021,2143,2056,83
79901,3/2/2021,2148,2061,83
79901,3/3/2021,2151,2064,83
79901,3/4/2021,2153,2066,83
79901,3/5/2021,2154,2067,83
79901,3/6/2021,2158,2071,83
79901,3/7/2021,2161,2074,83
79901,3/8/2021,2163,2076,83
79901,3/9/2021,2168,2081,83
79901,3/10/2021,2170,2083,83
79901,3/11/2021,2181,2094,83
79901,3/12/2021,2185,2098,83
79901,3/14/2021,2190,2103,83
79901,3/15/2021,2193,2106,83
79901,3/16/2021,2194,2107,83
79901,3/17/2021,2197,2110,83
79901,3/18/2021,2198,2111,83
79901,3/19/2021,2203,2116,83
79901,3/21/2021,2204,2117,83
79901,3/22/2021,2206,2119,83
79901,3/23/2021,2211,2124,83
79901,3/24/2021,2212,2125,83
79901,3/25/2021,2214,2127,83
79901,3/26/2021,2222,2134,84
79901,3/27/2021,2227,2139,84
79901,3/28/2021,2228,2140,84
79901,3/29/2021,2232,2144,84
79901,3/30/2021,2235,2147,84
79901,4/1/2021,2237,2149,84
79901,4/2/2021,2242,2154,84
79901,4/3/2021,2243,2155,84
79901,4/5/2021,2247,2159,84
79901,4/6/2021,2250,2161,85
79901,4/7/2021,2257,2168,85
79901,4/8/2021,2259,2169,86
79901,4/9/2021,2261,2171,86
79901,4/10/2021,2269,2179,86
79901,4/11/2021,2272,2182,86
79901,4/12/2021,2276,2186,86
79901,4/13/2021,2277,2187,86
79901,4/14/2021,2278,2188,86
79901,4/16/2021,2283,2193,86
79901,4/17/2021,2286,2196,86
79901,4/18/2021,2293,2203,86
79901,4/19/2021,2300,2209,87
79901,4/20/2021,2302,2211,87
79901,4/21/2021,2307,2216,87
79901,4/22/2021,2312,2221,87
79901,4/23/2021,2313,2222,87
79901,4/24/2021,2314,2223,87
79901,4/25/2021,2316,2225,87
79901,4/26/2021,2321,2230,87
79901,4/27/2021,2323,2232,87
79901,4/28/2021,2324,2233,87
79901,4/29/2021,2326,2235,87
79901,4/30/2021,2329,2238,87
79901,5/1/2021,2331,2240,87
79901,5/2/2021,2334,2243,87
79901,5/3/2021,2335,2244,87
79901,5/4/2021,2336,2245,87
79901,5/5/2021,2338,2246,87
79901,5/6/2021,2340,2248,87
79901,5/7/2021,2344,2252,87
79901,5/8/2021,2348,2256,87
79901,5/9/2021,2353,2261,87
79901,5/10/2021,2357,2265,87
79901,5/11/2021,2362,2270,87
79901,5/12/2021,2365,2273,87
79901,5/13/2021,2367,2275,87
79901,5/14/2021,2368,2276,87
79901,5/15/2021,2369,2277,87
79901,5/16/2021,2371,2279,87
79901,5/19/2021,2372,2280,87
79901,5/23/2021,2373,2281,87
79901,5/27/2021,2374,2282,87
79901,5/30/2021,2375,2283,87
79901,5/31/2021,2376,2284,87
79901,6/2/2021,2378,2286,87
79901,6/3/2021,2379,2287,87
79901,6/4/2021,2380,2288,87
79901,6/8/2021,2381,2289,87
79901,6/9/2021,2382,2290,87
79901,6/10/2021,2384,2292,87
79901,6/11/2021,2385,2293,87
79901,6/16/2021,2388,2296,87
79901,6/21/2021,2390,2298,87
79901,6/25/2021,2392,2300,87
79901,6/26/2021,2393,2301,87
79901,6/27/2021,2394,2302,87
79901,7/1/2021,2397,2305,87
79901,7/5/2021,2400,2308,87
79901,7/12/2021,2404,2311,89
79901,7/13/2021,2406,2313,89
79901,7/14/2021,2409,2316,89
79901,7/16/2021,2410,2317,89
79901,7/17/2021,2411,2318,89
79901,7/18/2021,2412,2319,89
79901,7/19/2021,2413,2320,89
79901,7/21/2021,2415,2322,89
79901,7/22/2021,2417,2324,89
79901,7/25/2021,2418,2325,89
79901,7/26/2021,2420,2327,89
79901,7/27/2021,2421,2328,89
79901,7/28/2021,2422,2329,89
79901,7/29/2021,2423,2329,89
79901,8/2/2021,2425,2331,89
79901,8/3/2021,2426,2332,89
79901,8/5/2021,2428,2334,89
79901,8/7/2021,2429,2335,89
79901,8/8/2021,2434,2340,89
79901,8/9/2021,2436,2342,89
79901,8/10/2021,2438,2344,89
79901,8/11/2021,2440,2346,89
79901,8/14/2021,2441,2347,89
79901,8/15/2021,2443,2349,89
79901,8/16/2021,2445,2351,89
79901,8/17/2021,2449,2355,89
79901,8/18/2021,2453,2359,89
79901,8/20/2021,2459,2365,89
79901,8/22/2021,2461,2367,89
79901,8/23/2021,2463,2369,89
79901,8/24/2021,2467,2373,89
79901,8/26/2021,2468,2374,89
79901,8/27/2021,2470,2376,89
79901,8/29/2021,2473,2379,89
79901,8/30/2021,2475,2381,89
79901,8/31/2021,2480,2386,89
79901,9/1/2021,2482,2388,89
79901,9/2/2021,2486,2392,89
79901,9/3/2021,2490,2395,91
79901,9/4/2021,2491,2396,91
79901,9/5/2021,2493,2398,91
79901,9/6/2021,2494,2399,91
79901,9/7/2021,2496,2401,91
79901,9/8/2021,2500,2403,93
79901,9/9/2021,2507,2410,93
79901,9/10/2021,2508,2411,93
79901,9/11/2021,2509,2412,93
79901,9/12/2021,2513,2416,93
79901,9/13/2021,2514,2417,93
79901,9/14/2021,2516,2419,93
79901,9/15/2021,2517,2420,93
79901,9/16/2021,2519,2422,93
79901,9/17/2021,2520,2423,93
79901,9/18/2021,2521,2424,93
79901,9/19/2021,2522,2425,93
79901,9/20/2021,2527,2430,93
79901,9/22/2021,2529,2432,93
79901,9/23/2021,2530,2433,93
79901,9/24/2021,2532,2435,93
79901,9/25/2021,2534,2437,93
79901,9/26/2021,2536,2439,93
79901,9/27/2021,2537,2440,93
79901,9/28/2021,2541,2444,93
79901,9/29/2021,2542,2445,93
79901,10/1/2021,2543,2446,93
79901,10/2/2021,2544,2447,93
79901,10/3/2021,2546,2449,93
79901,10/6/2021,2548,2451,93
79901,10/9/2021,2549,2452,93
79901,10/10/2021,2551,2453,94
79901,10/12/2021,2552,2454,94
79901,10/13/2021,2553,2455,94
79901,10/14/2021,2555,2457,94
79901,10/15/2021,2561,2462,95
79901,10/16/2021,2562,2463,95
79901,10/18/2021,2563,2464,95
79901,10/20/2021,2564,2465,95
79901,10/21/2021,2565,2466,95
79901,10/25/2021,2568,2468,95
79901,10/26/2021,2572,2472,95
79901,10/27/2021,2575,2475,95
79901,10/28/2021,2577,2477,95
79901,10/29/2021,2580,2480,95
79901,10/30/2021,2582,2482,95
79901,10/31/2021,2587,2487,95
79901,11/2/2021,2590,2490,95
79901,11/3/2021,2591,2491,95
79901,11/4/2021,2594,2493,95
79901,11/5/2021,2597,2496,95
79901,11/6/2021,2604,2503,95
79901,11/7/2021,2606,2505,95
79901,11/8/2021,2607,2506,95
79901,11/9/2021,2612,2511,95
79901,11/10/2021,2616,2515,95
79901,11/11/2021,2618,2517,95
79901,11/12/2021,2619,2518,95
79901,11/13/2021,2621,2519,95
79901,11/14/2021,2622,2520,95
79901,11/15/2021,2624,2522,95
79901,11/16/2021,2626,2524,95
79901,11/17/2021,2630,2528,95
79901,11/18/2021,2631,2529,95
79901,11/19/2021,2633,2531,95
79901,11/20/2021,2634,2532,95
79901,11/21/2021,2641,2539,95
79901,11/22/2021,2642,2540,95
79901,11/23/2021,2643,2541,95
79901,11/25/2021,2649,2547,95
79901,11/26/2021,2651,2549,95
79901,11/27/2021,2658,2556,95
79901,11/28/2021,2667,2565,95
79901,11/29/2021,2674,2571,98
79901,11/30/2021,2681,2577,99
79901,12/1/2021,2684,2580,99
79901,12/2/2021,2688,2584,99
79901,12/3/2021,2695,2591,99
79901,12/4/2021,2698,2594,99
79901,12/5/2021,2710,2606,99
79901,12/6/2021,2716,2612,99
79901,12/7/2021,2721,2617,99
79901,12/8/2021,2726,2622,99
79901,12/9/2021,2733,2629,99
79901,12/10/2021,2739,2635,99
79901,12/11/2021,2746,2641,100
79901,12/12/2021,2748,2643,100
79901,12/13/2021,2754,2649,100
79901,12/14/2021,2757,2652,100
79901,12/15/2021,2758,2653,100
79901,12/16/2021,2765,2659,101
79901,12/17/2021,2768,2662,101
79901,12/18/2021,2771,2665,101
79901,12/19/2021,2773,2667,101
79901,12/20/2021,2776,2669,102
79901,12/21/2021,2778,2671,102
79901,12/22/2021,2789,2682,102
79901,12/23/2021,2790,2683,102
79901,12/24/2021,2791,2684,102
79901,12/25/2021,2796,2689,102
79901,12/26/2021,2797,2690,102
79901,12/27/2021,2799,2692,102
79901,12/28/2021,2808,2700,103
79901,12/29/2021,2820,2712,103
79901,12/30/2021,2829,2721,103
79901,12/31/2021,2830,2722,103
79901,1/1/2022,2834,2726,103
79901,1/2/2022,2838,2730,103
79901,1/3/2022,2843,2735,103
79901,1/4/2022,2848,2740,103
79901,1/5/2022,2850,2742,103
79901,1/6/2022,2857,2749,103
79901,1/7/2022,2860,2751,104
79901,1/8/2022,2865,2756,104
79901,1/9/2022,2870,2761,104
79901,1/10/2022,2874,2765,104
79901,1/11/2022,2887,2778,104
79901,1/12/2022,2918,2809,104
79901,1/13/2022,2937,2828,104
79901,1/14/2022,2961,2852,104
79901,1/15/2022,2970,2861,104
79901,1/16/2022,2981,2872,104
79901,1/17/2022,3032,2923,104
79901,1/18/2022,3066,2957,104
79901,1/19/2022,3099,2990,104
79901,1/20/2022,3140,3031,104
79901,1/21/2022,3154,3045,104
79901,1/22/2022,3171,3060,106
79901,1/23/2022,3198,3087,106
79901,1/24/2022,3223,3112,106
79901,1/25/2022,3265,3154,106
79901,1/26/2022,3300,3189,106
79901,1/27/2022,3317,3206,106
79901,1/28/2022,3334,3223,106
79901,1/29/2022,3349,3238,106
79901,1/30/2022,3371,3260,106
79901,1/31/2022,3397,3286,106
79901,2/1/2022,3422,3311,106
79901,2/2/2022,3434,3323,106
79901,2/3/2022,3443,3332,106
79901,2/4/2022,3455,3344,106
79901,2/5/2022,3467,3356,106
79901,2/6/2022,3486,3374,107
79901,2/7/2022,3488,3376,107
79901,2/8/2022,3495,3383,107
79901,2/9/2022,3504,3392,107
79901,2/10/2022,3505,3393,107
79901,2/11/2022,3513,3401,107
79901,2/12/2022,3522,3410,107
79901,2/13/2022,3524,3412,107
79901,2/14/2022,3530,3418,107
79901,2/15/2022,3531,3419,107
79901,2/16/2022,3534,3422,107
79901,2/18/2022,3540,3427,108
79901,2/19/2022,3543,3430,108
79901,2/21/2022,3544,3431,108
79901,2/22/2022,3550,3437,108
79901,2/23/2022,3551,3438,108
79901,2/24/2022,3556,3443,108
79901,2/25/2022,3558,3445,108
79901,2/26/2022,3559,3446,108
79901,2/27/2022,3562,3449,108
79901,2/28/2022,3563,3450,108
79901,3/2/2022,3566,3453,108
79901,3/3/2022,3573,3460,108
79901,3/4/2022,3574,3461,108
79901,3/6/2022,3575,3462,108
79901,3/7/2022,3577,3464,108
79901,3/8/2022,3579,3466,108
79901,3/10/2022,3582,3469,108
79901,3/11/2022,3583,3470,108
79901,3/13/2022,3584,3471,108
79901,3/14/2022,3585,3472,108
79901,3/15/2022,3586,3473,108
79901,3/16/2022,3589,3476,108
79901,3/17/2022,3592,3479,108
79901,3/18/2022,3593,3480,108
79901,3/19/2022,3595,3482,108
79901,3/21/2022,3598,3485,108
79901,3/22/2022,3600,3487,108
79901,3/23/2022,3603,3489,109
79901,3/24/2022,3605,3490,109
79901,3/25/2022,3607,3492,109
79901,3/26/2022,3608,3493,109
79901,3/27/2022,3611,3495,109
79901,4/3/2022,3615,3497,109
79901,4/7/2022,3619,3500,109
79901,4/8/2022,3620,3501,109
79901,4/12/2022,3622,3502,109
79902,3/25/2020,1,1,0
79902,3/28/2020,2,2,0
79902,4/7/2020,3,3,0
79902,4/10/2020,5,4,1
79902,4/12/2020,6,5,1
79902,4/13/2020,7,6,1
79902,4/19/2020,8,7,1
79902,4/20/2020,9,8,1
79902,4/23/2020,11,10,1
79902,4/29/2020,12,11,1
79902,5/2/2020,13,12,1
79902,5/5/2020,14,13,1
79902,5/7/2020,16,14,2
79902,5/10/2020,18,16,2
79902,5/12/2020,24,22,2
79902,5/13/2020,34,31,3
79902,5/14/2020,36,33,3
79902,5/17/2020,39,36,3
79902,5/18/2020,40,37,3
79902,5/19/2020,44,40,4
79902,5/20/2020,76,64,10
79902,5/21/2020,106,92,11
79902,5/22/2020,114,99,12
79902,5/23/2020,117,102,12
79902,5/25/2020,120,105,12
79902,5/26/2020,121,106,12
79902,5/27/2020,122,107,12
79902,5/28/2020,123,108,12
79902,5/30/2020,124,109,12
79902,6/2/2020,130,115,12
79902,6/3/2020,131,116,12
79902,6/4/2020,133,118,12
79902,6/5/2020,136,121,12
79902,6/6/2020,137,122,12
79902,6/7/2020,141,126,12
79902,6/8/2020,144,129,12
79902,6/9/2020,148,132,13
79902,6/11/2020,151,135,13
79902,6/12/2020,152,136,13
79902,6/13/2020,153,137,13
79902,6/15/2020,154,138,13
79902,6/16/2020,156,140,13
79902,6/17/2020,157,141,13
79902,6/18/2020,160,144,13
79902,6/19/2020,163,147,13
79902,6/20/2020,164,148,13
79902,6/21/2020,167,151,13
79902,6/22/2020,168,152,13
79902,6/23/2020,170,154,13
79902,6/24/2020,174,158,13
79902,6/25/2020,178,162,13
79902,6/26/2020,180,164,13
79902,6/28/2020,181,165,13
79902,6/29/2020,188,172,13
79902,6/30/2020,191,175,13
79902,7/1/2020,198,182,13
79902,7/2/2020,200,184,13
79902,7/3/2020,204,188,13
79902,7/4/2020,208,192,13
79902,7/5/2020,213,197,13
79902,7/6/2020,221,205,13
79902,7/7/2020,230,212,15
79902,7/8/2020,235,217,15
79902,7/9/2020,246,228,15
79902,7/10/2020,250,232,15
79902,7/11/2020,253,235,15
79902,7/12/2020,259,241,15
79902,7/13/2020,262,244,15
79902,7/14/2020,270,251,16
79902,7/15/2020,277,258,16
79902,7/16/2020,288,265,20
79902,7/17/2020,293,269,21
79902,7/19/2020,298,274,21
79902,7/20/2020,303,278,22
79902,7/21/2020,310,285,22
79902,7/22/2020,317,292,22
79902,7/23/2020,336,307,25
79902,7/24/2020,339,310,25
79902,7/25/2020,342,313,25
79902,7/26/2020,345,316,25
79902,7/27/2020,346,317,25
79902,7/28/2020,349,319,26
79902,7/29/2020,363,332,27
79902,7/30/2020,369,338,27
79902,7/31/2020,378,347,27
79902,8/1/2020,381,350,27
79902,8/2/2020,383,352,27
79902,8/3/2020,393,360,29
79902,8/4/2020,397,364,29
79902,8/5/2020,408,375,29
79902,8/6/2020,412,379,29
79902,8/7/2020,416,383,29
79902,8/8/2020,418,385,29
79902,8/9/2020,423,388,30
79902,8/10/2020,432,397,30
79902,8/11/2020,438,402,31
79902,8/12/2020,442,406,31
79902,8/13/2020,457,421,31
79902,8/14/2020,462,426,31
79902,8/15/2020,467,431,31
79902,8/16/2020,473,437,31
79902,8/17/2020,478,441,32
79902,8/18/2020,481,444,32
79902,8/19/2020,485,448,32
79902,8/20/2020,488,451,32
79902,8/21/2020,490,453,32
79902,8/22/2020,491,454,32
79902,8/23/2020,495,458,32
79902,8/24/2020,497,460,32
79902,8/25/2020,499,462,32
79902,8/26/2020,504,467,32
79902,8/27/2020,508,471,32
79902,8/30/2020,510,473,32
79902,8/31/2020,513,476,32
79902,9/2/2020,516,479,32
79902,9/3/2020,520,483,32
79902,9/4/2020,523,486,32
79902,9/6/2020,525,488,32
79902,9/7/2020,528,491,32
79902,9/8/2020,531,494,32
79902,9/9/2020,534,497,32
79902,9/10/2020,536,498,33
79902,9/11/2020,545,507,33
79902,9/12/2020,547,509,33
79902,9/13/2020,551,512,34
79902,9/14/2020,554,515,34
79902,9/15/2020,561,522,34
79902,9/16/2020,566,527,34
79902,9/17/2020,568,529,34
79902,9/18/2020,576,537,34
79902,9/19/2020,577,538,34
79902,9/20/2020,580,541,34
79902,9/21/2020,585,546,34
79902,9/22/2020,592,553,34
79902,9/23/2020,600,560,35
79902,9/24/2020,605,565,35
79902,9/25/2020,607,567,35
79902,9/26/2020,611,571,35
79902,9/27/2020,615,575,35
79902,9/28/2020,616,576,35
79902,9/29/2020,618,578,35
79902,9/30/2020,626,586,35
79902,10/1/2020,627,587,35
79902,10/2/2020,635,595,35
79902,10/3/2020,642,602,35
79902,10/4/2020,646,606,35
79902,10/5/2020,657,617,35
79902,10/6/2020,671,631,35
79902,10/7/2020,677,637,35
79902,10/8/2020,687,647,35
79902,10/9/2020,699,659,35
79902,10/10/2020,705,665,35
79902,10/11/2020,718,675,38
79902,10/12/2020,731,686,40
79902,10/13/2020,752,705,42
79902,10/14/2020,773,726,42
79902,10/15/2020,779,732,42
79902,10/16/2020,800,751,44
79902,10/17/2020,817,767,44
79902,10/18/2020,829,779,44
79902,10/19/2020,845,795,44
79902,10/20/2020,871,821,44
79902,10/21/2020,896,845,45
79902,10/22/2020,916,864,46
79902,10/23/2020,933,881,46
79902,10/24/2020,980,922,52
79902,10/25/2020,1010,951,53
79902,10/26/2020,1030,970,54
79902,10/27/2020,1069,1008,55
79902,10/28/2020,1103,1039,58
79902,10/29/2020,1137,1071,60
79902,10/30/2020,1153,1087,60
79902,10/31/2020,1171,1105,60
79902,11/1/2020,1230,1164,60
79902,11/2/2020,1278,1209,63
79902,11/3/2020,1320,1247,67
79902,11/4/2020,1361,1286,69
79902,11/5/2020,1380,1304,70
79902,11/6/2020,1407,1329,72
79902,11/7/2020,1430,1351,73
79902,11/8/2020,1451,1372,73
79902,11/9/2020,1498,1418,74
79902,11/10/2020,1531,1448,77
79902,11/11/2020,1588,1504,78
79902,11/12/2020,1612,1526,80
79902,11/13/2020,1636,1550,80
79902,11/14/2020,1671,1585,80
79902,11/15/2020,1693,1607,80
79902,11/16/2020,1711,1621,84
79902,11/17/2020,1740,1649,85
79902,11/18/2020,1763,1670,87
79902,11/19/2020,1789,1695,88
79902,11/20/2020,1799,1705,88
79902,11/21/2020,1810,1716,88
79902,11/22/2020,1832,1737,89
79902,11/23/2020,1843,1748,89
79902,11/24/2020,1847,1752,89
79902,11/25/2020,1860,1765,89
79902,11/26/2020,1870,1774,90
79902,11/27/2020,1873,1777,90
79902,11/28/2020,1879,1782,91
79902,11/29/2020,1886,1789,91
79902,11/30/2020,1898,1801,91
79902,12/1/2020,1913,1816,91
79902,12/2/2020,1921,1824,91
79902,12/3/2020,1933,1836,91
79902,12/4/2020,1940,1843,91
79902,12/5/2020,1943,1846,91
79902,12/6/2020,1949,1852,91
79902,12/7/2020,1959,1861,92
79902,12/8/2020,1972,1873,93
79902,12/9/2020,1981,1882,93
79902,12/10/2020,2006,1907,93
79902,12/11/2020,2007,1908,93
79902,12/12/2020,2018,1919,93
