zip code,date,cumulative positive cases,cumulative recoveries,cumulative deaths
79903,1/24/2022,4794,4678,109
79903,1/25/2022,4843,4727,109
79903,1/26/2022,4875,4759,109
79903,1/27/2022,4904,4788,109
79903,1/28/2022,4933,4816,110
79903,1/29/2022,4951,4834,110
79903,1/30/2022,4969,4851,110
79903,1/31/2022,5010,4892,110
79903,2/1/2022,5045,4927,110
79903,2/2/2022,5079,4961,110
79903,2/3/2022,5103,4985,110
79903,2/4/2022,5123,5005,110
79903,2/5/2022,5138,5020,110
79903,2/6/2022,5162,5044,110
79903,2/7/2022,5174,5056,110
79903,2/8/2022,5181,5062,111
79903,2/9/2022,5194,5075,111
79903,2/10/2022,5199,5080,111
79903,2/11/2022,5205,5086,111
79903,2/12/2022,5216,5097,111
79903,2/13/2022,5224,5105,111
79903,2/14/2022,5225,5106,111
79903,2/15/2022,5237,5118,111
79903,2/16/2022,5248,5128,112
79903,2/17/2022,5250,5130,112
79903,2/18/2022,5265,5145,112
79903,2/19/2022,5270,5150,112
79903,2/20/2022,5272,5152,112
79903,2/21/2022,5277,5157,112
79903,2/22/2022,5281,5160,113
79903,2/23/2022,5285,5164,113
79903,2/24/2022,5290,5169,113
79903,2/25/2022,5293,5172,113
79903,2/26/2022,5294,5173,113
79903,2/27/2022,5299,5178,113
79903,2/28/2022,5302,5181,113
79903,3/1/2022,5306,5185,113
79903,3/3/2022,5311,5190,113
79903,3/4/2022,5314,5193,113
79903,3/5/2022,5316,5195,113
79903,3/6/2022,5317,5196,113
79903,3/7/2022,5319,5198,113
79903,3/8/2022,5323,5202,113
79903,3/9/2022,5325,5204,113
79903,3/10/2022,5335,5214,113
79903,3/11/2022,5337,5216,113
79903,3/12/2022,5339,5218,113
79903,3/14/2022,5341,5220,113
79903,3/15/2022,5344,5223,113
79903,3/16/2022,5351,5230,113
79903,3/17/2022,5355,5234,113
79903,3/18/2022,5361,5240,113
79903,3/19/2022,5366,5245,113
79903,3/20/2022,5373,5252,113
79903,3/21/2022,5379,5258,113
79903,3/22/2022,5384,5263,113
79903,3/23/2022,5388,5265,113
79903,3/24/2022,5394,5271,113
79903,3/25/2022,5399,5275,113
79903,3/26/2022,5400,5276,113
79903,3/27/2022,5406,5282,113
79903,3/29/2022,5409,5284,113
79903,3/30/2022,5412,5286,113
79903,3/31/2022,5414,5288,113
79903,4/2/2022,5419,5292,113
79903,4/4/2022,5421,5294,113
79903,4/5/2022,5425,5297,113
79903,4/6/2022,5427,5299,113
79903,4/7/2022,5432,5304,113
79903,4/8/2022,5433,5305,113
79903,4/10/2022,5437,5307,113
79903,4/11/2022,5439,5309,113
79903,4/12/2022,5444,5314,113
79903,4/16/2022,5447,5315,113
79903,4/18/2022,5449,5316,113
79904,3/13/2020,2,2,0
79904,3/17/2020,4,4,0
79904,3/30/2020,7,6,1
79904,3/31/2020,8,7,1
79904,4/2/2020,9,8,1
79904,4/6/2020,10,9,1
79904,4/12/2020,12,11,1
79904,4/13/2020,14,13,1
79904,4/14/2020,15,14,1
79904,4/15/2020,16,15,1
79904,4/19/2020,19,18,1
79904,4/20/2020,22,21,1
79904,4/23/2020,23,22,1
79904,4/25/2020,24,23,1
79904,4/28/2020,25,24,1
79904,4/29/2020,28,27,1
79904,5/1/2020,29,28,1
79904,5/2/2020,31,30,1
79904,5/3/2020,32,31,1
79904,5/4/2020,33,32,1
79904,5/5/2020,36,35,1
79904,5/6/2020,37,36,1
79904,5/7/2020,38,37,1
79904,5/8/2020,40,39,1
79904,5/10/2020,41,40,1
79904,5/11/2020,43,42,1
79904,5/12/2020,50,49,1
79904,5/14/2020,51,50,1
79904,5/15/2020,52,51,1
79904,5/16/2020,54,53,1
79904,5/18/2020,57,56,1
79904,5/19/2020,59,58,1
79904,5/20/2020,61,60,1
79904,5/21/2020,62,61,1
79904,5/22/2020,63,62,1
79904,5/23/2020,64,63,1
79904,5/25/2020,65,64,1
79904,5/26/2020,69,68,1
79904,5/27/2020,72,71,1
79904,5/29/2020,74,73,1
79904,5/30/2020,76,75,1
79904,6/1/2020,80,79,1
79904,6/2/2020,86,85,1
79904,6/3/2020,92,91,1
79904,6/4/2020,95,94,1
79904,6/5/2020,96,95,1
79904,6/6/2020,100,99,1
79904,6/8/2020,103,102,1
79904,6/9/2020,107,106,1
79904,6/11/2020,109,108,1
79904,6/12/2020,110,109,1
79904,6/13/2020,113,112,1
79904,6/14/2020,114,113,1
79904,6/16/2020,116,115,1
79904,6/17/2020,119,117,2
79904,6/18/2020,123,121,2
79904,6/19/2020,124,122,2
79904,6/20/2020,128,126,2
79904,6/21/2020,129,127,2
79904,6/22/2020,131,129,2
79904,6/23/2020,132,130,2
79904,6/24/2020,140,138,2
79904,6/25/2020,142,140,2
79904,6/26/2020,152,150,2
79904,6/27/2020,155,153,2
79904,6/28/2020,159,157,2
79904,6/29/2020,165,163,2
79904,6/30/2020,170,167,3
79904,7/1/2020,177,174,3
79904,7/2/2020,181,178,3
79904,7/3/2020,188,185,3
79904,7/4/2020,192,189,3
79904,7/5/2020,196,193,3
79904,7/6/2020,203,200,3
79904,7/7/2020,205,202,3
79904,7/8/2020,209,205,4
79904,7/9/2020,213,209,4
79904,7/10/2020,220,216,4
79904,7/11/2020,223,219,4
79904,7/12/2020,227,223,4
79904,7/13/2020,236,232,4
79904,7/14/2020,242,237,5
79904,7/15/2020,243,238,5
79904,7/16/2020,249,244,5
79904,7/17/2020,258,253,5
79904,7/18/2020,261,256,5
79904,7/19/2020,264,259,5
79904,7/20/2020,274,269,5
79904,7/21/2020,277,272,5
79904,7/22/2020,286,280,6
79904,7/23/2020,291,284,7
79904,7/24/2020,296,289,7
79904,7/26/2020,301,294,7
79904,7/27/2020,303,296,7
79904,7/28/2020,309,302,7
79904,7/29/2020,316,309,7
79904,7/30/2020,321,314,7
79904,7/31/2020,333,326,7
79904,8/1/2020,342,334,8
79904,8/2/2020,350,342,8
79904,8/3/2020,359,351,8
79904,8/4/2020,367,359,8
79904,8/5/2020,375,367,8
79904,8/6/2020,381,373,8
79904,8/7/2020,388,380,8
79904,8/8/2020,398,390,8
79904,8/9/2020,404,395,9
79904,8/10/2020,416,407,9
79904,8/11/2020,417,408,9
79904,8/12/2020,428,419,9
79904,8/13/2020,439,430,9
79904,8/14/2020,449,440,9
79904,8/15/2020,451,442,9
79904,8/16/2020,454,445,9
79904,8/17/2020,458,449,9
79904,8/18/2020,461,452,9
79904,8/20/2020,468,459,9
79904,8/21/2020,469,460,9
79904,8/22/2020,472,463,9
79904,8/23/2020,473,464,9
79904,8/24/2020,481,471,10
79904,8/25/2020,489,479,10
79904,8/26/2020,492,482,10
79904,8/27/2020,498,487,11
79904,8/28/2020,502,491,11
79904,8/29/2020,504,493,11
79904,8/30/2020,513,502,11
79904,8/31/2020,514,503,11
79904,9/1/2020,516,505,11
79904,9/2/2020,518,507,11
79904,9/3/2020,519,508,11
79904,9/4/2020,521,510,11
79904,9/6/2020,524,513,11
79904,9/8/2020,525,514,11
79904,9/9/2020,527,516,11
79904,9/11/2020,532,521,11
79904,9/12/2020,536,525,11
79904,9/13/2020,538,527,11
79904,9/14/2020,540,529,11
79904,9/15/2020,542,531,11
79904,9/16/2020,546,535,11
79904,9/17/2020,548,537,11
79904,9/18/2020,553,542,11
79904,9/19/2020,565,554,11
79904,9/20/2020,567,556,11
79904,9/21/2020,581,570,11
79904,9/22/2020,585,574,11
79904,9/23/2020,590,579,11
79904,9/24/2020,596,585,11
79904,9/25/2020,601,590,11
79904,9/26/2020,604,592,12
79904,9/27/2020,612,600,12
79904,9/28/2020,616,604,12
79904,9/29/2020,623,611,12
79904,9/30/2020,634,622,12
79904,10/1/2020,638,626,12
79904,10/2/2020,650,638,12
79904,10/3/2020,659,645,14
79904,10/4/2020,665,651,14
79904,10/5/2020,685,670,15
79904,10/6/2020,694,679,15
79904,10/7/2020,715,699,16
79904,10/8/2020,731,715,16
79904,10/9/2020,743,727,16
79904,10/10/2020,749,733,16
79904,10/11/2020,755,739,16
79904,10/12/2020,777,761,16
79904,10/13/2020,804,788,16
79904,10/14/2020,821,804,17
79904,10/15/2020,834,817,17
79904,10/16/2020,843,825,18
79904,10/17/2020,857,839,18
79904,10/18/2020,871,853,18
79904,10/19/2020,887,869,18
79904,10/20/2020,921,901,20
79904,10/21/2020,949,929,20
79904,10/22/2020,1001,979,22
79904,10/23/2020,1034,1012,22
79904,10/24/2020,1054,1030,24
79904,10/25/2020,1087,1063,24
79904,10/26/2020,1134,1110,24
79904,10/27/2020,1185,1160,25
79904,10/28/2020,1209,1182,27
79904,10/29/2020,1250,1221,29
79904,10/30/2020,1298,1269,29
79904,10/31/2020,1321,1292,29
79904,11/1/2020,1397,1366,31
79904,11/2/2020,1474,1441,33
79904,11/3/2020,1503,1470,33
79904,11/4/2020,1554,1519,34
79904,11/5/2020,1573,1536,36
79904,11/6/2020,1632,1591,40
79904,11/7/2020,1661,1618,42
79904,11/8/2020,1692,1649,42
79904,11/9/2020,1755,1712,42
79904,11/10/2020,1822,1776,45
79904,11/11/2020,1851,1805,45
79904,11/12/2020,1916,1870,45
79904,11/13/2020,1952,1905,46
79904,11/14/2020,2009,1960,48
79904,11/15/2020,2038,1987,50
79904,11/16/2020,2081,2029,51
79904,11/17/2020,2121,2068,52
79904,11/18/2020,2152,2099,52
79904,11/19/2020,2180,2125,54
79904,11/20/2020,2211,2156,54
79904,11/21/2020,2218,2162,55
79904,11/22/2020,2258,2202,55
79904,11/23/2020,2284,2226,56
79904,11/24/2020,2293,2235,56
79904,11/25/2020,2322,2264,56
79904,11/26/2020,2358,2300,56
79904,11/27/2020,2366,2308,56
79904,11/28/2020,2384,2326,56
79904,11/29/2020,2396,2338,56
79904,11/30/2020,2424,2365,57
79904,12/1/2020,2441,2382,57
79904,12/2/2020,2477,2417,58
79904,12/3/2020,2490,2430,58
79904,12/4/2020,2494,2434,58
79904,12/5/2020,2506,2445,59
79904,12/6/2020,2526,2465,59
79904,12/7/2020,2537,2476,59
79904,12/8/2020,2543,2482,59
79904,12/9/2020,2550,2489,59
79904,12/10/2020,2578,2517,59
79904,12/11/2020,2583,2522,59
79904,12/12/2020,2613,2551,60
79904,12/13/2020,2619,2556,61
79904,12/14/2020,2635,2572,61
79904,12/15/2020,2647,2584,61
79904,12/16/2020,2657,2594,61
79904,12/17/2020,2667,2604,61
79904,12/18/2020,2674,2611,61
79904,12/19/2020,2688,2625,61
79904,12/20/2020,2692,2629,61
79904,12/21/2020,2698,2635,61
79904,12/22/2020,2708,2645,61
79904,12/23/2020,2713,2650,61
79904,12/24/2020,2722,2659,61
79904,12/26/2020,2728,2665,61
79904,12/27/2020,2735,2671,62
79904,12/28/2020,2746,2682,62
79904,12/29/2020,2760,2694,64
79904,12/30/2020,2773,2707,64
79904,12/31/2020,2782,2715,65
79904,1/1/2021,2792,2725,65
79904,1/2/2021,2798,2731,65
79904,1/3/2021,2823,2756,65
79904,1/4/2021,2832,2764,66
79904,1/5/2021,2843,2775,66
79904,1/6/2021,2851,2783,66
79904,1/7/2021,2878,2810,66
79904,1/8/2021,2890,2822,66
79904,1/9/2021,2907,2839,66
79904,1/10/2021,2919,2851,66
79904,1/11/2021,2948,2880,66
79904,1/12/2021,2971,2903,66
79904,1/13/2021,2989,2921,66
79904,1/14/2021,2998,2930,66
79904,1/15/2021,3008,2940,66
79904,1/16/2021,3032,2964,66
79904,1/17/2021,3044,2976,66
79904,1/18/2021,3053,2985,66
79904,1/19/2021,3069,3001,66
79904,1/20/2021,3094,3026,66
79904,1/21/2021,3109,3040,67
79904,1/22/2021,3135,3065,68
79904,1/23/2021,3145,3074,69
79904,1/24/2021,3169,3096,71
79904,1/25/2021,3186,3113,71
79904,1/26/2021,3205,3132,71
79904,1/27/2021,3219,3146,71
79904,1/28/2021,3243,3170,71
79904,1/29/2021,3268,3195,71
79904,1/30/2021,3284,3211,71
79904,1/31/2021,3292,3219,71
79904,2/1/2021,3301,3228,71
79904,2/2/2021,3313,3240,71
79904,2/3/2021,3332,3259,71
79904,2/4/2021,3348,3275,71
79904,2/5/2021,3363,3290,71
79904,2/6/2021,3377,3304,71
79904,2/7/2021,3390,3316,72
79904,2/8/2021,3397,3322,73
79904,2/9/2021,3413,3337,74
79904,2/10/2021,3438,3362,74
79904,2/11/2021,3456,3380,74
79904,2/12/2021,3471,3395,74
79904,2/13/2021,3482,3406,74
79904,2/14/2021,3485,3408,75
79904,2/15/2021,3488,3411,75
79904,2/16/2021,3498,3421,75
79904,2/17/2021,3509,3432,75
79904,2/18/2021,3512,3435,75
79904,2/19/2021,3536,3458,76
79904,2/20/2021,3545,3466,77
79904,2/21/2021,3554,3475,77
79904,2/22/2021,3565,3486,77
79904,2/23/2021,3580,3501,77
79904,2/24/2021,3587,3508,77
79904,2/25/2021,3602,3523,77
79904,2/26/2021,3611,3532,77
79904,2/27/2021,3629,3549,78
79904,2/28/2021,3636,3556,78
79904,3/1/2021,3638,3558,78
79904,3/2/2021,3650,3569,79
79904,3/3/2021,3657,3576,79
79904,3/4/2021,3661,3580,79
79904,3/5/2021,3664,3583,79
79904,3/6/2021,3668,3587,79
79904,3/7/2021,3675,3594,79
79904,3/8/2021,3682,3600,80
79904,3/9/2021,3689,3607,80
79904,3/10/2021,3694,3612,80
79904,3/11/2021,3695,3613,80
79904,3/12/2021,3697,3615,80
79904,3/13/2021,3703,3621,80
79904,3/14/2021,3713,3631,80
79904,3/15/2021,3714,3632,80
79904,3/16/2021,3723,3641,80
79904,3/17/2021,3731,3649,80
79904,3/18/2021,3736,3654,80
79904,3/19/2021,3744,3662,80
79904,3/20/2021,3750,3668,80
79904,3/21/2021,3759,3677,80
79904,3/22/2021,3766,3684,80
79904,3/23/2021,3774,3692,80
79904,3/24/2021,3781,3699,80
79904,3/25/2021,3790,3708,80
79904,3/26/2021,3791,3709,80
79904,3/27/2021,3795,3713,80
79904,3/28/2021,3802,3720,80
79904,3/29/2021,3813,3731,80
79904,3/30/2021,3824,3742,80
79904,3/31/2021,3833,3751,80
79904,4/1/2021,3840,3758,80
79904,4/2/2021,3844,3762,80
79904,4/3/2021,3850,3768,80
79904,4/4/2021,3852,3770,80
79904,4/5/2021,3855,3773,80
79904,4/6/2021,3864,3782,80
79904,4/7/2021,3871,3788,81
79904,4/8/2021,3876,3793,81
79904,4/9/2021,3878,3795,81
79904,4/10/2021,3885,3802,81
79904,4/11/2021,3888,3805,81
79904,4/12/2021,3895,3812,81
79904,4/13/2021,3896,3813,81
79904,4/14/2021,3899,3816,81
79904,4/15/2021,3903,3820,81
79904,4/16/2021,3909,3826,81
79904,4/17/2021,3918,3835,81
79904,4/18/2021,3925,3842,81
79904,4/19/2021,3932,3849,81
79904,4/20/2021,3937,3854,81
79904,4/22/2021,3949,3866,81
79904,4/23/2021,3953,3870,81
79904,4/24/2021,3954,3871,81
79904,4/25/2021,3956,3873,81
79904,4/26/2021,3959,3876,81
79904,4/27/2021,3965,3882,81
79904,4/28/2021,3971,3888,81
79904,4/29/2021,3981,3898,81
79904,4/30/2021,3988,3905,81
79904,5/1/2021,3989,3906,81
79904,5/2/2021,3994,3911,81
79904,5/3/2021,3996,3913,81
79904,5/4/2021,4000,3917,81
79904,5/6/2021,4004,3921,81
79904,5/7/2021,4005,3922,81
79904,5/8/2021,4006,3923,81
79904,5/9/2021,4007,3924,81
79904,5/10/2021,4012,3929,81
79904,5/11/2021,4013,3930,81
79904,5/12/2021,4017,3933,81
79904,5/13/2021,4019,3935,81
79904,5/14/2021,4027,3943,81
79904,5/15/2021,4029,3945,81
79904,5/16/2021,4031,3947,81
79904,5/17/2021,4032,3948,81
79904,5/18/2021,4034,3950,81
79904,5/19/2021,4035,3951,81
79904,5/20/2021,4037,3953,81
79904,5/23/2021,4039,3955,81
79904,5/25/2021,4042,3958,81
79904,6/3/2021,4043,3959,81
79904,6/6/2021,4044,3960,81
79904,6/8/2021,4046,3962,81
79904,6/12/2021,4049,3965,81
79904,6/16/2021,4051,3967,81
79904,6/17/2021,4052,3968,81
79904,6/22/2021,4053,3969,81
79904,6/28/2021,4055,3971,81
79904,6/29/2021,4057,3973,81
79904,7/1/2021,4058,3974,81
79904,7/2/2021,4059,3975,81
79904,7/5/2021,4060,3976,81
79904,7/6/2021,4061,3977,81
79904,7/8/2021,4062,3978,81
79904,7/11/2021,4063,3979,81
79904,7/12/2021,4065,3981,81
79904,7/14/2021,4067,3983,81
79904,7/15/2021,4068,3984,81
79904,7/16/2021,4069,3985,81
79904,7/18/2021,4071,3987,81
79904,7/19/2021,4072,3988,81
79904,7/20/2021,4073,3989,81
79904,7/21/2021,4077,3993,81
79904,7/23/2021,4078,3994,81
79904,7/25/2021,4082,3998,81
79904,7/26/2021,4087,4003,81
79904,7/27/2021,4092,4008,81
79904,7/28/2021,4093,4009,81
79904,7/29/2021,4094,4010,81
79904,7/31/2021,4095,4011,81
79904,8/1/2021,4097,4013,81
79904,8/2/2021,4104,4020,81
79904,8/3/2021,4110,4026,81
79904,8/4/2021,4117,4033,81
79904,8/5/2021,4123,4039,81
79904,8/7/2021,4125,4041,81
79904,8/8/2021,4126,4042,81
79904,8/9/2021,4132,4047,83
79904,8/10/2021,4137,4052,83
79904,8/11/2021,4144,4059,83
79904,8/12/2021,4147,4062,83
79904,8/13/2021,4148,4063,83
79904,8/14/2021,4149,4064,83
79904,8/15/2021,4157,4072,83
79904,8/16/2021,4161,4076,83
79904,8/17/2021,4163,4078,83
79904,8/18/2021,4169,4084,83
79904,8/19/2021,4175,4090,83
79904,8/20/2021,4178,4093,83
79904,8/21/2021,4180,4095,83
79904,8/22/2021,4188,4103,83
79904,8/23/2021,4194,4109,83
79904,8/24/2021,4198,4113,83
79904,8/25/2021,4202,4117,83
79904,8/27/2021,4203,4118,83
79904,8/29/2021,4205,4120,83
79904,8/30/2021,4209,4124,83
79904,8/31/2021,4213,4128,83
79904,9/1/2021,4220,4135,83
79904,9/2/2021,4221,4136,83
79904,9/3/2021,4224,4139,83
79904,9/4/2021,4225,4140,83
79904,9/5/2021,4227,4142,83
79904,9/6/2021,4229,4144,83
79904,9/7/2021,4233,4148,83
79904,9/8/2021,4236,4151,83
79904,9/10/2021,4242,4157,83
79904,9/12/2021,4243,4158,83
79904,9/13/2021,4245,4160,83
79904,9/14/2021,4249,4164,83
79904,9/15/2021,4251,4166,83
79904,9/16/2021,4255,4170,83
79904,9/17/2021,4259,4174,83
79904,9/18/2021,4260,4175,83
79904,9/19/2021,4265,4180,83
79904,9/20/2021,4269,4184,83
79904,9/21/2021,4270,4185,83
79904,9/22/2021,4273,4188,83
79904,9/23/2021,4278,4193,83
79904,9/24/2021,4282,4197,83
79904,9/25/2021,4289,4204,83
79904,9/26/2021,4290,4205,83
79904,9/27/2021,4294,4209,83
79904,9/28/2021,4295,4210,83
79904,9/29/2021,4297,4212,83
79904,9/30/2021,4302,4217,83
79904,10/1/2021,4303,4218,83
79904,10/2/2021,4307,4222,83
79904,10/3/2021,4311,4226,83
79904,10/4/2021,4313,4228,83
79904,10/5/2021,4315,4230,83
79904,10/6/2021,4321,4236,83
79904,10/7/2021,4325,4240,83
79904,10/8/2021,4330,4245,83
79904,10/9/2021,4331,4246,83
79904,10/10/2021,4334,4249,83
79904,10/11/2021,4340,4255,83
79904,10/12/2021,4342,4257,83
79904,10/13/2021,4345,4260,83
79904,10/14/2021,4352,4267,83
79904,10/15/2021,4355,4270,83
79904,10/16/2021,4359,4274,83
79904,10/17/2021,4364,4279,83
79904,10/18/2021,4366,4281,83
79904,10/19/2021,4372,4287,83
79904,10/20/2021,4376,4291,83
79904,10/21/2021,4380,4295,83
79904,10/22/2021,4387,4302,83
79904,10/23/2021,4391,4306,83
79904,10/24/2021,4395,4309,84
79904,10/25/2021,4401,4315,84
79904,10/26/2021,4412,4326,84
79904,10/27/2021,4418,4332,84
79904,10/28/2021,4429,4343,84
79904,10/29/2021,4435,4349,84
79904,10/30/2021,4437,4351,84
79904,10/31/2021,4440,4354,84
79904,11/1/2021,4451,4365,84
79904,11/2/2021,4455,4369,84
79904,11/3/2021,4464,4377,85
79904,11/4/2021,4475,4388,85
79904,11/5/2021,4478,4391,85
79904,11/6/2021,4486,4399,85
79904,11/7/2021,4493,4406,85
79904,11/8/2021,4504,4417,85
79904,11/9/2021,4518,4431,85
79904,11/10/2021,4529,4441,86
79904,11/11/2021,4547,4459,86
79904,11/12/2021,4554,4466,86
79904,11/13/2021,4567,4478,87
79904,11/14/2021,4587,4497,88
79904,11/15/2021,4599,4509,88
79904,11/16/2021,4616,4526,88
79904,11/17/2021,4633,4543,88
79904,11/18/2021,4642,4552,88
79904,11/19/2021,4653,4563,88
79904,11/20/2021,4662,4572,88
79904,11/21/2021,4685,4594,89
79904,11/22/2021,4692,4601,89
79904,11/23/2021,4719,4628,89
79904,11/24/2021,4722,4631,89
79904,11/25/2021,4734,4643,89
79904,11/26/2021,4746,4655,89
79904,11/27/2021,4762,4671,89
79904,11/28/2021,4784,4692,90
79904,11/29/2021,4808,4715,91
79904,11/30/2021,4827,4733,92
79904,12/1/2021,4862,4768,92
79904,12/2/2021,4884,4790,92
79904,12/3/2021,4904,4810,92
79904,12/4/2021,4918,4824,92
79904,12/5/2021,4936,4842,92
79904,12/6/2021,4962,4868,92
79904,12/7/2021,4981,4886,93
79904,12/8/2021,5002,4907,93
79904,12/9/2021,5016,4921,93
79904,12/10/2021,5027,4932,93
79904,12/11/2021,5040,4945,93
79904,12/12/2021,5051,4956,93
79904,12/13/2021,5073,4978,93
79904,12/14/2021,5091,4996,93
79904,12/15/2021,5105,5010,93
79904,12/16/2021,5121,5026,93
79904,12/17/2021,5134,5039,93
79904,12/18/2021,5145,5049,94
79904,12/19/2021,5150,5054,94
79904,12/20/2021,5156,5060,94
79904,12/21/2021,5167,5071,94
79904,12/22/2021,5181,5085,94
79904,12/23/2021,5199,5103,94
79904,12/24/2021,5211,5114,95
79904,12/25/2021,5218,5121,95
79904,12/26/2021,5230,5132,96
79904,12/27/2021,5240,5142,96
79904,12/28/2021,5268,5169,97
79904,12/29/2021,5278,5179,97
79904,12/30/2021,5294,5195,97
79904,12/31/2021,5304,5205,97
79904,1/1/2022,5309,5210,97
79904,1/2/2022,5325,5225,98
79904,1/3/2022,5341,5241,98
79904,1/4/2022,5358,5258,98
79904,1/5/2022,5379,5279,98
79904,1/6/2022,5404,5303,99
79904,1/7/2022,5441,5340,99
79904,1/8/2022,5459,5358,99
79904,1/9/2022,5488,5387,99
79904,1/10/2022,5508,5407,99
79904,1/11/2022,5538,5437,99
79904,1/12/2022,5619,5518,99
79904,1/13/2022,5673,5572,99
79904,1/14/2022,5749,5648,99
79904,1/15/2022,5822,5721,99
79904,1/16/2022,5882,5780,100
79904,1/17/2022,5981,5879,100
79904,1/18/2022,6056,5954,100
79904,1/19/2022,6177,6075,100
79904,1/20/2022,6252,6150,100
79904,1/21/2022,6310,6208,100
79904,1/22/2022,6358,6256,100
79904,1/23/2022,6417,6315,100
79904,1/24/2022,6477,6375,100
79904,1/25/2022,6537,6435,100
79904,1/26/2022,6619,6517,100
79904,1/27/2022,6678,6576,100
79904,1/28/2022,6719,6617,100
79904,1/29/2022,6747,6645,100
79904,1/30/2022,6788,6686,100
79904,1/31/2022,6824,6721,101
79904,2/1/2022,6871,6768,101
79904,2/2/2022,6920,6817,101
79904,2/3/2022,6946,6843,101
79904,2/4/2022,6980,6877,101
79904,2/5/2022,7005,6902,101
79904,2/6/2022,7023,6920,101
79904,2/7/2022,7037,6934,101
79904,2/8/2022,7053,6950,101
79904,2/9/2022,7065,6962,101
79904,2/10/2022,7078,6975,101
79904,2/11/2022,7090,6987,101
79904,2/12/2022,7105,7002,101
79904,2/13/2022,7117,7014,101
79904,2/14/2022,7134,7031,101
79904,2/15/2022,7150,7047,101
79904,2/16/2022,7158,7055,101
79904,2/17/2022,7168,7065,101
79904,2/18/2022,7177,7074,101
79904,2/19/2022,7186,7082,102
79904,2/20/2022,7199,7095,102
79904,2/21/2022,7212,7108,102
79904,2/22/2022,7219,7115,102
79904,2/23/2022,7227,7123,102
79904,2/24/2022,7233,7129,102
79904,2/25/2022,7238,7134,102
79904,2/27/2022,7248,7144,102
79904,2/28/2022,7256,7152,102
79904,3/1/2022,7259,7155,102
79904,3/2/2022,7263,7159,102
79904,3/3/2022,7271,7167,102
79904,3/4/2022,7276,7172,102
79904,3/5/2022,7277,7173,102
79904,3/6/2022,7279,7175,102
79904,3/7/2022,7280,7176,102
79904,3/8/2022,7284,7180,102
79904,3/9/2022,7286,7182,102
79904,3/10/2022,7304,7200,102
79904,3/11/2022,7312,7208,102
79904,3/12/2022,7316,7212,102
79904,3/13/2022,7318,7214,102
79904,3/14/2022,7319,7215,102
79904,3/15/2022,7322,7218,102
79904,3/16/2022,7325,7221,102
79904,3/17/2022,7334,7230,102
79904,3/18/2022,7337,7233,102
79904,3/19/2022,7346,7242,102
79904,3/20/2022,7353,7249,102
79904,3/21/2022,7371,7267,102
79904,3/22/2022,7382,7278,102
79904,3/23/2022,7388,7284,102
79904,3/24/2022,7395,7291,102
79904,3/25/2022,7400,7296,102
79904,3/26/2022,7409,7305,102
79904,3/27/2022,7421,7317,102
79904,3/28/2022,7431,7325,102
79904,3/29/2022,7457,7350,102
79904,3/30/2022,7467,7359,102
79904,3/31/2022,7471,7361,102
79904,4/1/2022,7474,7364,102
79904,4/2/2022,7493,7382,102
79904,4/3/2022,7508,7395,102
79904,4/4/2022,7531,7416,102
79904,4/5/2022,7546,7431,102
79904,4/6/2022,7555,7437,102
79904,4/7/2022,7558,7440,102
79904,4/8/2022,7565,7445,102
79904,4/9/2022,7570,7448,102
79904,4/10/2022,7577,7454,103
79904,4/11/2022,7591,7468,103
79904,4/12/2022,7601,7478,103
79904,4/13/2022,7614,7490,103
79904,4/14/2022,7618,7494,103
79904,4/15/2022,7625,7501,103
79904,4/16/2022,7629,7503,103
79905,3/22/2020,1,1,0
79905,4/1/2020,2,2,0
79905,4/6/2020,6,6,0
79905,4/7/2020,8,8,0
79905,4/10/2020,10,10,0
79905,4/12/2020,12,12,0
79905,4/14/2020,13,13,0
79905,4/15/2020,14,13,0
79905,4/17/2020,18,17,0
79905,4/18/2020,19,18,0
79905,4/19/2020,22,20,2
79905,4/20/2020,26,24,2
79905,4/21/2020,27,25,2
79905,4/23/2020,35,30,4
79905,4/25/2020,38,33,4
79905,4/27/2020,40,35,4
79905,4/28/2020,41,36,4
79905,4/29/2020,43,38,4
79905,4/30/2020,44,39,4
79905,5/2/2020,45,39,4
79905,5/3/2020,48,41,6
79905,5/4/2020,50,42,7
79905,5/5/2020,51,43,7
79905,5/6/2020,57,48,8
79905,5/8/2020,59,49,8
79905,5/10/2020,60,50,8
79905,5/12/2020,62,51,9
79905,5/13/2020,65,53,10
79905,5/14/2020,70,57,11
79905,5/15/2020,71,58,11
79905,5/16/2020,72,59,11
79905,5/17/2020,76,63,11
79905,5/18/2020,77,64,11
79905,5/19/2020,80,67,11
79905,5/20/2020,85,70,13
79905,5/21/2020,88,73,13
79905,5/22/2020,89,74,13
79905,5/23/2020,90,75,13
79905,5/24/2020,93,78,13
79905,5/25/2020,98,82,13
79905,5/26/2020,107,91,13
79905,5/27/2020,110,93,14
79905,5/29/2020,114,97,14
79905,5/31/2020,115,98,14
79905,6/1/2020,116,98,14
79905,6/2/2020,120,102,14
79905,6/3/2020,121,103,14
79905,6/4/2020,123,104,16
79905,6/5/2020,126,107,16
79905,6/6/2020,128,109,16
79905,6/7/2020,130,110,16
79905,6/8/2020,132,111,16
79905,6/9/2020,133,112,16
79905,6/10/2020,136,114,19
79905,6/11/2020,137,115,19
79905,6/12/2020,139,117,19
79905,6/13/2020,140,118,19
79905,6/14/2020,143,121,19
